Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Mousetrap / Operation / Simon,GBA,2005.0,Misc,DSI Games,0.12,0.04,0.0,0.0,0.17
Hot Shots Tennis: Get a Grip,PSP,2010.0,Sports,Sony Computer Entertainment,0.06,0.0,0.13,0.01,0.21
Let's Play Ballerina,Wii,2010.0,Sports,Deep Silver,0.02,0.0,0.0,0.0,0.03
Wipeout 2,PS3,2011.0,Misc,Activision,0.11,0.0,0.0,0.01,0.12
God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29
Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,0.29,0.08,0.16,0.01,0.54
Samurai Warriors 2: Empires,X360,2007.0,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Persona 5,PS4,2016.0,Role-Playing,Atlus,0.0,0.0,0.34,0.0,0.34
Danny Phantom: The Ultimate Enemy,GBA,2005.0,Action,THQ,0.16,0.06,0.0,0.0,0.22
Dinosaur King,DS,2007.0,Strategy,Sega,0.2,0.0,0.0,0.02,0.23
Just Cause,PS2,2006.0,Action,Eidos Interactive,0.01,0.01,0.0,0.0,0.02
Aliens vs Predator,PS3,2010.0,Shooter,Sega,0.41,0.47,0.0,0.18,1.05
Street Fighter IV,PC,,Fighting,Capcom,0.07,0.04,0.0,0.02,0.13
Top Gun: Hard Lock,X360,2012.0,Action,505 Games,0.03,0.02,0.0,0.0,0.06
Hitotsu Tobashi Renai V,PSV,2015.0,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01
Dragon Ball Z: The Legacy of Goku,GBA,2002.0,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69
Rabbids Invasion: The Interactive TV Show,PS4,2014.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.02
E.T. The Extra-Terrestrial,GBA,2001.0,Action,NewKidCo,0.01,0.0,0.0,0.0,0.01
Knockout Kings 2001,PS2,2001.0,Fighting,Electronic Arts,0.28,0.21,0.0,0.07,0.56
Astrology DS,DS,2009.0,Misc,Deep Silver,0.03,0.0,0.0,0.0,0.04
50 Classic Games,3DS,2012.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02
Atelier Meruru: Alchemist of Arland 3,PSV,2013.0,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06
Neverland Card Battles,PSP,2008.0,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008.0,Simulation,Game Factory,0.34,0.0,0.0,0.03,0.37
Casper: Spirit Dimensions,GC,2002.0,Platform,TDK Mediactive,0.02,0.0,0.0,0.0,0.02
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004.0,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64
Cabela's Deer Hunt 2005 Season,PS2,2004.0,Sports,Activision,0.18,0.14,0.0,0.05,0.37
Pro Cast Sports Fishing,XB,2003.0,Sports,Capcom,0.02,0.01,0.0,0.0,0.03
XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04
Outdoors Unleashed: Alaska 3D,3DS,2011.0,Sports,Mastiff,0.01,0.0,0.0,0.0,0.01
Meikyuu Cross Blood: Reloaded,X360,2011.0,Action,Unknown,0.0,0.0,0.02,0.0,0.02
Pizza Delivery Boy,Wii,2010.0,Simulation,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
Fire Emblem Fates,3DS,2015.0,Role-Playing,Nintendo,0.71,0.22,0.52,0.1,1.54
MLB 15: The Show,PS3,2015.0,Sports,Sony Computer Entertainment,0.3,0.01,0.0,0.07,0.39
The Settlers,DS,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
SingStar Pop Edition,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.19,0.0,0.05,0.23
The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.16
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009.0,Adventure,Creative Core,0.0,0.0,0.03,0.0,0.03
A.C.E.: Another Century's Episode 3: The Final,PS2,2007.0,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26
Pro Pinball: Big Race USA,PS,1999.0,Simulation,Take-Two Interactive,0.37,0.25,0.0,0.04,0.66
Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14
NFL 2K2,XB,2002.0,Sports,Sega,0.13,0.04,0.0,0.01,0.18
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
J-League Winning Eleven 2009: Club Championship,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
LEGO Harry Potter: Years 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35
Skylanders Giants,WiiU,2012.0,Action,Activision,0.23,0.12,0.0,0.04,0.39
Legends of Oz: Dorothy's Return,3DS,2014.0,Puzzle,,0.0,0.01,0.0,0.0,0.01
Night at the Museum: Battle of the Smithsonian,DS,2009.0,Action,Majesco Entertainment,0.12,0.18,0.0,0.04,0.34
WorldShift,PC,2009.0,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02
Angry Birds Star Wars,XOne,2013.0,Strategy,Activision,0.11,0.04,0.0,0.01,0.16
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Pro Yakyuu Team o Tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23
101-in-1 Sports Megamix,DS,2010.0,Sports,Nordcurrent,0.08,0.0,0.0,0.01,0.08
Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
WarioWare Touched!,DS,2004.0,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005.0,Misc,THQ,0.44,0.16,0.0,0.01,0.61
Time Crisis,PS,1997.0,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68
Darksiders II,WiiU,2012.0,Action,THQ,0.07,0.07,0.0,0.01,0.16
Hakuoki Zuisouroku Omokage Hana,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
The Hobbit,XB,2003.0,Platform,Vivendi Games,0.18,0.05,0.0,0.01,0.24
Super Hero Generation,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
The Amazing Spider-Man (Console Version),Wii,2012.0,Action,Activision,0.11,0.04,0.0,0.01,0.16
Ghost in the Shell: Stand Alone Complex,PSP,2005.0,Adventure,Atari,0.06,0.0,0.0,0.01,0.07
Command & Conquer: Red Alert Retaliation,PS,1998.0,Strategy,Virgin Interactive,0.39,0.27,0.0,0.05,0.7
Deathtrap Dungeon,PS,1998.0,Action,Eidos Interactive,0.19,0.13,0.0,0.02,0.33
Ultimate Party Challenge,Wii,2009.0,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
Romeo Vs. Juliet,PSP,2013.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
Zumba Fitness 2,Wii,2011.0,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88
Blade Arcus from Shining EX,PS4,2015.0,Fighting,Sega,0.0,0.0,0.02,0.0,0.02
EA Sports MMA,X360,2010.0,Fighting,Electronic Arts,0.23,0.1,0.0,0.03,0.36
Spider-Man: Battle for New York,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13
Beetle Adventure Racing!,N64,1999.0,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62
The Con,PSP,2005.0,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2
Spirit: Stallion of the Cimarron,GBA,2002.0,Platform,THQ,0.21,0.08,0.0,0.01,0.3
Bleach: The 3rd Phantom,DS,2008.0,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2
I Spy: Castle,DS,2011.0,Puzzle,Scholastic Inc.,0.19,0.0,0.0,0.01,0.21
Drill Dozer,GBA,,Platform,Unknown,0.04,0.01,0.0,0.0,0.05
Deus Ex: The Conspiracy,PS2,2002.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21
Rayman Legends,PS3,2013.0,Platform,Ubisoft,0.14,0.38,0.0,0.14,0.66
Call of Duty: World at War Final Fronts,PS2,2008.0,Shooter,Activision,0.61,0.18,0.0,0.94,1.72
F-Zero: GP Legend,GBA,2003.0,Racing,Nintendo,0.11,0.04,0.0,0.0,0.16
Kartia: The Word of Fate,PS,1998.0,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22
Looney Tunes: Back in Action,PS2,2003.0,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5
Jampack Winter 2003 (RP-T),PS2,2003.0,Misc,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.39
Aliens vs Predator,X360,2010.0,Shooter,Sega,0.55,0.4,0.0,0.11,1.06
Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
Cabela's Dangerous Hunts 2,GC,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03
A.C.E.: Another Century's Episode,PS2,2005.0,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26
Watch Dogs,XOne,2014.0,Action,Ubisoft,0.9,0.53,0.0,0.13,1.55
Pet Vet: Down Under,DS,2009.0,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.05
Dancing with the Stars: We Dance!,Wii,2008.0,Misc,Activision,0.36,0.0,0.0,0.03,0.39
Need for Speed: Shift,X360,2009.0,Racing,Electronic Arts,0.73,0.97,0.01,0.22,1.92
Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05
Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,Nintendo,0.0,0.48,0.25,0.06,0.78
Drake of the 99 Dragons,XB,,Shooter,Unknown,0.05,0.01,0.0,0.0,0.07
Digimon Rumble Arena,PS,2001.0,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
Rez,PS2,2001.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
Don Bradman Cricket 14,PS4,2015.0,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12
Terminator 3: The Redemption,XB,2004.0,Shooter,Atari,0.05,0.01,0.0,0.0,0.06
Bravo Air Race,PS,1997.0,Racing,THQ,0.08,0.05,0.0,0.01,0.14
The Evil Within,X360,2014.0,Action,Bethesda Softworks,0.25,0.2,0.01,0.04,0.5
Guitar Hero: Aerosmith,X360,2008.0,Misc,Activision,1.0,0.14,0.0,0.1,1.23
Tomb Raider: Underworld (Others sales),PS2,2009.0,Adventure,Eidos Interactive,0.0,0.21,0.0,0.04,0.26
Bakumatsu Rock: Ultra Soul,PSV,2014.0,Misc,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
Dr. Seuss' The Cat in the Hat,XB,2003.0,Misc,Vivendi Games,0.08,0.02,0.0,0.0,0.11
MotorStorm: Arctic Edge,PS2,2009.0,Racing,Sony Computer Entertainment,0.07,0.03,0.0,0.25,0.34
Densha De Go! 3 Tsuukinhen,PS2,2001.0,Simulation,Taito,0.0,0.0,0.06,0.0,0.06
Virtua Striker 2,DC,1999.0,Sports,Sega,0.0,0.0,0.32,0.0,0.32
Learn Math,DS,2009.0,Puzzle,DreamCatcher Interactive,0.13,0.0,0.0,0.01,0.14
Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,0.13,0.1,0.15,0.07,0.46
World Championship Poker 2: Featuring Howard Lederer,XB,2005.0,Misc,Crave Entertainment,0.07,0.02,0.0,0.0,0.09
Derby Jockey 2,SNES,1995.0,Sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1
Game Center CX: Arino no Chousenjou 2,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
Dreamworks 2-in-1 Party Pack,DS,2010.0,Misc,Activision,0.14,0.0,0.0,0.01,0.15
Dead Rising 2,PC,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002.0,Fighting,Banpresto,0.05,0.02,0.03,0.0,0.1
Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07
Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11
I Love Beauty: Hollywood Makeover,DS,2009.0,Misc,City Interactive,0.06,0.0,0.0,0.0,0.06
Ultimate Spider-Man,GBA,2005.0,Action,Activision,0.22,0.08,0.0,0.01,0.3
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008.0,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03
Ghostbusters: The Video Game (DS Version),X360,2009.0,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58
Don King Presents: Prizefighter,X360,2008.0,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25
NCAA March Madness 07,PS2,2007.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56
Guilty Gear Xrd -Revelator-,PS4,2016.0,Fighting,PQube,0.02,0.0,0.05,0.0,0.07
Imagine: Reporter,DS,2010.0,Simulation,Ubisoft,0.08,0.01,0.0,0.01,0.1
Monster High: Ghoul Spirit,DS,2011.0,Misc,THQ,0.72,0.17,0.0,0.07,0.96
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
Jewels of the Tropical Lost Island,DS,2010.0,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.24
World in Conflict,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009.0,Action,Take-Two Interactive,0.16,0.0,0.0,0.01,0.17
Shinobi Koutsutsu,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
Namco Museum Vol.5,PS,1996.0,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15
OZMAFIA!! -vivace-,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005.0,Misc,THQ,0.37,0.14,0.0,0.01,0.51
FIFA Soccer 08,PSP,2007.0,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35
Moto Racer,PS,1997.0,Racing,Electronic Arts,0.45,0.3,0.0,0.05,0.8
Phineas and Ferb: Across the 2nd Dimension,PS3,2011.0,Action,Disney Interactive Studios,0.15,0.12,0.0,0.05,0.33
Metro: Last Light,PS4,2014.0,Action,Deep Silver,0.22,0.3,0.04,0.12,0.68
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993.0,Role-Playing,ChunSoft,0.0,0.0,0.78,0.0,0.78
Wand of Fortune: Mirai e no Prologue Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
Macross Digital Mission VF-X,PS,1997.0,Simulation,Namco Bandai Games,0.0,0.0,0.28,0.02,0.3
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010.0,Action,Hudson Soft,0.0,0.0,0.05,0.0,0.05
PilotWings Resort,3DS,2011.0,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.96
The Sims 3: Seasons,PC,2012.0,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17
Ridge Racer,PSP,2004.0,Racing,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993.0,Misc,Imax,0.0,0.0,0.06,0.0,0.06
Madagascar,XB,2005.0,Platform,Activision,0.21,0.06,0.0,0.01,0.28
Momotarou Dentetsu Happy,SNES,1996.0,Misc,Hudson Soft,0.0,0.0,0.32,0.0,0.32
Gokujou Parodius,SNES,1994.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
Cradle of Rome,DS,2008.0,Puzzle,Rising Star Games,0.06,0.16,0.0,0.03,0.25
WipEout XL,PS,1996.0,Racing,Psygnosis,0.14,0.1,0.0,0.02,0.25
Army Men: Sarge's Heroes 2,PS,2000.0,Shooter,3DO,0.14,0.09,0.0,0.02,0.24
Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11
Make 10: A Journey of Numbers,DS,2007.0,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07
Idol Janshi Suchie-Pai IV,PS2,2007.0,Misc,Jaleco,0.0,0.0,0.01,0.0,0.01
Ghosts 'n Goblins,NES,1986.0,Action,Capcom,0.74,0.26,0.61,0.03,1.64
Hasbro Family Game Night 2,Wii,2009.0,Misc,Electronic Arts,0.71,0.53,0.0,0.13,1.38
Final Fantasy Collection,PS,1999.0,Role-Playing,Square,0.0,0.0,0.42,0.03,0.45
Syberia,PC,2002.0,Action,Microids,0.0,0.02,0.0,0.0,0.03
Pro Yaky? Spirits 2013,PS3,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2
The Sims,XB,2003.0,Simulation,Electronic Arts,0.31,0.1,0.0,0.01,0.42
Backyard NBA Basketball,DS,2007.0,Sports,Atari,0.07,0.0,0.0,0.01,0.07
The Witcher 2: Assassins of Kings,X360,2012.0,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94
NFL GameDay,PS,1995.0,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85
Kiniro no Corda 3,PSP,2010.0,Adventure,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995.0,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
Mega Man X2,SNES,1993.0,Platform,Laguna,0.09,0.02,0.45,0.0,0.56
I Am In The Movie,Wii,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Major League Baseball 2K9,PS3,2009.0,Sports,Spike,0.16,0.0,0.0,0.01,0.17
My Friends,DS,2009.0,Misc,Oxygen Interactive,0.07,0.0,0.0,0.01,0.08
Hitman: HD Trilogy,X360,2013.0,Action,Square Enix,0.07,0.09,0.0,0.02,0.18
Super Robot Spirits,N64,1998.0,Fighting,Banpresto,0.0,0.0,0.04,0.03,0.07
Initial D: Special Stage,PS2,2003.0,Racing,Sega,0.0,0.0,0.27,0.0,0.27
Guitar Freaks V3 & DrumMania V3,PS2,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.01,0.03
Disney Infinity,Wii,2013.0,Action,Disney Interactive Studios,1.15,0.44,0.0,0.14,1.73
The Amazing Spider-Man 2 (2014),3DS,2014.0,Action,Activision,0.03,0.03,0.0,0.0,0.06
Crimson Sea 2,PS2,2004.0,Action,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
Sega Bass Fishing,Wii,2008.0,Sports,Sega,0.46,0.01,0.0,0.04,0.51
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,Fighting,Atari,0.14,0.0,0.0,0.01,0.16
Need for Speed: ProStreet,Wii,2007.0,Racing,Electronic Arts,0.54,0.46,0.0,0.12,1.11
Dragon Ball Z: Supersonic Warriors,GBA,2004.0,Fighting,Atari,0.36,0.13,0.0,0.01,0.51
Frogs And Flies,2600,1981.0,Action,Mattel Interactive,0.33,0.02,0.0,0.0,0.36
Metro 2033,X360,2010.0,Shooter,THQ,0.22,0.24,0.03,0.05,0.55
My Amusement Park,DS,2010.0,Misc,Scholastic Inc.,0.06,0.0,0.0,0.0,0.07
Jojo's Bizarre Adventure,PS,1999.0,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02
Tsuyo Kiss 3 Portable,PSP,2012.0,Action,NetRevo,0.0,0.0,0.01,0.0,0.01
The Sims,PC,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05
Need For Speed: Undercover,PC,2008.0,Racing,Electronic Arts,0.0,0.07,0.0,0.01,0.08
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Silent Hill: Shattered Memories,PS2,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59
Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
Half-Minute Hero,PSP,2009.0,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,0.18
Major League Baseball 2K13,X360,2013.0,Sports,Take-Two Interactive,0.44,0.0,0.0,0.03,0.47
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009.0,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06
Sonic Free Riders,X360,2010.0,Racing,Sega,0.74,0.26,0.0,0.09,1.09
Terminator Salvation,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0.0,0.04,0.35
Freedom Wars,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.77
Opoona,Wii,2007.0,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1
GoGo's Crazy Bones,DS,2012.0,Action,GameMill Entertainment,0.0,0.04,0.0,0.0,0.04
Madagascar: Escape 2 Africa,PS2,2008.0,Action,Activision,0.12,0.0,0.0,0.26,0.38
NHL 2K9,X360,2008.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
B's-LOG Party♪,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
Finding Nemo: Escape to the Big Blue,DS,2006.0,Action,THQ,0.12,0.04,0.0,0.01,0.17
Splatterhouse,PS3,,Action,Namco Bandai Games,0.13,0.02,0.0,0.02,0.17
Zero4 Champ RR-Z,SNES,1995.0,Racing,Media Rings,0.0,0.0,0.1,0.0,0.1
Victorious Boxers: Ippo's Road to Glory,PS2,2000.0,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47
Dark Souls II,X360,2014.0,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76
Assassin's Creed: Revelations,PC,2011.0,Action,Ubisoft,0.14,0.48,0.0,0.14,0.76
Brutal Legend,X360,2009.0,Action,Electronic Arts,0.62,0.27,0.0,0.09,0.98
Lord of Apocalypse,PSV,2011.0,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010.0,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
Mass Effect Trilogy,PS3,2012.0,Action,Electronic Arts,0.37,0.0,0.0,0.04,0.41
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007.0,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07
Syndicate,X360,2012.0,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18
World of Outlaws: Sprint Cars,X360,2010.0,Racing,THQ,0.17,0.0,0.0,0.01,0.18
Godzilla: Save the Earth,PS2,2004.0,Fighting,Atari,0.23,0.18,0.0,0.06,0.47
Deus Ex: Human Revolution,X360,2011.0,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39
Formula 1 06,PS2,2006.0,Racing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
Angry Birds Star Wars,X360,2013.0,Strategy,Activision,0.16,0.11,0.0,0.03,0.29
The Last Airbender,DS,2010.0,Action,THQ,0.13,0.04,0.0,0.01,0.18
The King of Fighters NeoWave,XB,2006.0,Fighting,SNK Playmore,0.02,0.0,0.0,0.0,0.02
Smash Court Tennis Pro Tournament 2,PS2,2004.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
Escape The Museum,Wii,2009.0,Adventure,Majesco Entertainment,0.11,0.01,0.0,0.01,0.12
DuckTales: Remastered,X360,2013.0,Action,Capcom,0.03,0.0,0.0,0.0,0.04
One Piece: Gear Spirit,DS,2007.0,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16
Monster Jam,Wii,2007.0,Racing,Activision,0.15,0.0,0.0,0.01,0.16
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
DreamWorks Super Star Kartz,PS3,2011.0,Racing,Activision,0.06,0.03,0.0,0.02,0.12
Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35
Danny Phantom: Urban Jungle,DS,2006.0,Action,THQ,0.04,0.0,0.0,0.0,0.04
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.1
FIFA Soccer 2005,XB,2004.0,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97
Freelancer,PC,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012.0,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.45
Pajama Sam: Don't Fear The Dark,Wii,2008.0,Adventure,Atari,0.09,0.0,0.0,0.01,0.1
The King of Fighters '95,PS,1996.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.01,0.17
Skylanders Giants,Wii,2012.0,Action,Activision,1.56,0.88,0.0,0.22,2.65
Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
Shukufuku no Campanella Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
WWE Wrestlemania X8,GC,2002.0,Fighting,THQ,0.38,0.1,0.0,0.01,0.49
Yaiba: Ninja Gaiden Z,X360,2014.0,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
Hakuouki: Zuisouroku DS,DS,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
Herdy Gerdy,PS2,2002.0,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22
The Crew,XOne,2014.0,Racing,Ubisoft,0.24,0.34,0.0,0.05,0.63
Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,Nintendo,0.0,0.0,0.1,0.0,0.1
Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
Gundam Battle Royale,PSP,2006.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
Love Live! School Idol Paradise,PSV,2014.0,Misc,Kadokawa Games,0.0,0.0,0.12,0.0,0.12
